Property,X,Y,Z,Value
Porosity,28,12,1,0.3942077
Porosity,28,12,2,0.16737999
Porosity,28,13,0,0.47904438
Porosity,28,13,1,0.39408684
Porosity,28,13,2,0.26989236
Porosity,28,14,0,0.47676712
Porosity,28,14,1,0.36929455
Porosity,28,14,2,0.4097025
Porosity,28,15,0,0.47340375
Porosity,28,15,1,0.15332372
Porosity,28,15,2,0.30488268
Porosity,28,16,0,0.4700418
Porosity,28,16,1,0.1926398
Porosity,28,16,2,0.28658983
Porosity,28,17,0,0.44522938
Porosity,28,17,1,0.23162213
Porosity,28,17,2,0.26829842
Porosity,28,18,0,0.39896935
Porosity,28,18,1,0.26365906
Porosity,28,18,2,0.25736964
Porosity,28,19,0,0.35270786
Porosity,28,19,1,0.26096174
Porosity,28,19,2,0.11347539
Porosity,28,20,0,0.3595238
Porosity,28,20,1,0.46389768
Porosity,28,20,2,0.12339863
Porosity,28,21,0,0.37695494
Porosity,28,21,1,0.46982604
Porosity,28,21,2,0.30572277
Porosity,28,22,0,0.3845103
Porosity,28,22,1,0.47412878
Porosity,28,22,2,0.3245292
Porosity,28,23,0,0.3426868
Porosity,28,23,1,0.47681028
Porosity,28,23,2,0.4470909
Porosity,28,24,0,0.3008633
Porosity,28,24,1,0.47949177
Porosity,28,24,2,0.38821894
Porosity,28,25,0,0.1252587
Porosity,28,25,1,0.1899094
Porosity,28,25,2,0.317391
Porosity,28,26,0,0.12357845
Porosity,28,26,1,0.17348239
Porosity,28,26,2,0.26416254
Porosity,28,27,0,0.15546145
Porosity,28,27,1,0.15705682
Porosity,28,27,2,0.29892987
Porosity,28,28,0,0.18734588
Porosity,28,28,1,0.12380575
Porosity,28,28,2,0.33369717
Porosity,28,29,0,0.2329859
Porosity,28,29,1,0.41153812
Porosity,28,29,2,0.3563834
Porosity,28,30,0,0.21550873
Porosity,28,30,1,0.4337381
Porosity,28,30,2,0.36698997
Porosity,28,31,0,0.20663707
Porosity,28,31,1,0.44528836
Porosity,28,31,2,0.29464868
Porosity,28,32,0,0.20637381
Porosity,28,32,1,0.44618893
Porosity,28,32,2,0.288693
Porosity,28,33,0,0.09882055
Porosity,28,33,1,0.4470909
Porosity,28,33,2,0.2827359
Porosity,28,34,0,0.081159964
Porosity,28,34,1,0.38821894
Porosity,28,34,2,0.274526
Porosity,28,35,0,0.0898633
Porosity,28,35,1,0.317391
Porosity,28,35,2,0.2640633
Porosity,28,36,0,0.098566644
Porosity,28,36,1,0.26416254
Porosity,28,36,2,0.25360203
Porosity,28,37,0,0.12818907
Porosity,28,37,1,0.29892987
Porosity,28,37,2,0.24250922
Porosity,28,38,0,0.17873172
Porosity,28,38,1,0.33369717
Porosity,28,38,2,0.23128982
Porosity,28,39,0,0.22927295
Porosity,28,39,1,0.3563834
Porosity,28,39,2,0.22276199
Porosity,29,0,0,0.4570947
Porosity,29,0,1,0.13566962
Porosity,29,0,2,0.27091807
Porosity,29,1,0,0.3843348
Porosity,29,1,1,0.20345353
Porosity,29,1,2,0.30504665
Porosity,29,2,0,0.41379666
Porosity,29,2,1,0.2410951
Porosity,29,2,2,0.25646478
Porosity,29,3,0,0.44325998
Porosity,29,3,1,0.22734815
Porosity,29,3,2,0.25074932
Porosity,29,4,0,0.41853386
Porosity,29,4,1,0.19980675
Porosity,29,4,2,0.13332331
Porosity,29,5,0,0.3829696
Porosity,29,5,1,0.17226537
Porosity,29,5,2,0.12661095
Porosity,29,6,0,0.35353935
Porosity,29,6,1,0.21298547
Porosity,29,6,2,0.11990003
Porosity,29,7,0,0.35476646
Porosity,29,7,1,0.26735762
Porosity,29,7,2,0.11662154
Porosity,29,8,0,0.355995
Porosity,29,8,1,0.30878118
Porosity,29,8,2,0.13380955
Porosity,29,9,0,0.369401
Porosity,29,9,1,0.28546056
Porosity,29,9,2,0.12774599
Porosity,29,10,0,0.39498594
Porosity,29,10,1,0.26214135
Porosity,29,10,2,0.13627957
Porosity,29,11,0,0.42056945
Porosity,29,11,1,0.29099903
Porosity,29,11,2,0.14481317
Porosity,29,12,0,0.42969716
Porosity,29,12,1,0.32055444
Porosity,29,12,2,0.15237428
Porosity,29,13,0,0.43553343
Porosity,29,13,1,0.133916
Porosity,29,13,2,0.32091406
Porosity,29,14,0,0.44223142
Porosity,29,14,1,0.35125923
Porosity,29,14,2,0.3786064
Porosity,29,15,0,0.45322782
Porosity,29,15,1,0.11574401
Porosity,29,15,2,0.2569913
Porosity,29,16,0,0.46422568
Porosity,29,16,1,0.11888872
Porosity,29,16,2,0.25771344
Porosity,29,17,0,0.46162763
Porosity,29,17,1,0.12080921
Porosity,29,17,2,0.25843704
Porosity,29,18,0,0.44543368
Porosity,29,18,1,0.124304935
Porosity,29,18,2,0.2625758
Porosity,29,19,0,0.42924115
Porosity,29,19,1,0.13566962
Porosity,29,19,2,0.124119356
Porosity,29,20,0,0.38212085
Porosity,29,20,1,0.14703575
Porosity,29,20,2,0.13582642
Porosity,29,21,0,0.32881325
Porosity,29,21,1,0.14610069
Porosity,29,21,2,0.34007722
Porosity,29,22,0,0.2834595
Porosity,29,22,1,0.3933762
Porosity,29,22,2,0.37914586
Porosity,29,23,0,0.2778649
Porosity,29,23,1,0.39979652
Porosity,29,23,2,0.45322782
Porosity,29,24,0,0.27227032
Porosity,29,24,1,0.19374318
Porosity,29,24,2,0.4017875
Porosity,29,25,0,0.27507263
Porosity,29,25,1,0.17645879
Porosity,29,25,2,0.37283486
Porosity,29,26,0,0.12280451
Porosity,29,26,1,0.15929955
Porosity,29,26,2,0.34942362
Porosity,29,27,0,0.14746301
Porosity,29,27,1,0.14214174
Porosity,29,27,2,0.3537206
Porosity,29,28,0,0.17212294
Porosity,29,28,1,0.15004523
Porosity,29,28,2,0.35801762
Porosity,29,29,0,0.35161167
Porosity,29,29,1,0.15159601
Porosity,29,29,2,0.35229355
Porosity,29,30,0,0.26794598
Porosity,29,30,1,0.18140315
Porosity,29,30,2,0.33654842
Porosity,29,31,0,0.2211623
Porosity,29,31,1,0.22724888
Porosity,29,31,2,0.31675804
Porosity,29,32,0,0.2112592
Porosity,29,32,1,0.31894034
Porosity,29,32,2,0.29994693
Porosity,29,33,0,0.11921959
Porosity,29,33,1,0.4106318
Porosity,29,33,2,0.28313726
Porosity,29,34,0,0.11857511
Porosity,29,34,1,0.4017875
Porosity,29,34,2,0.27978107
Porosity,29,35,0,0.114272356
Porosity,29,35,1,0.37283486
Porosity,29,35,2,0.28988126
Porosity,29,36,0,0.1099696
Porosity,29,36,1,0.34942362
Porosity,29,36,2,0.29998145
Porosity,29,37,0,0.113901205
Porosity,29,37,1,0.3537206
Porosity,29,37,2,0.29333672
Porosity,29,38,0,0.12606862
Porosity,29,38,1,0.35801762
Porosity,29,38,2,0.283343
Porosity,29,39,0,0.13823603
Porosity,29,39,1,0.35229355
Porosity,29,39,2,0.27465114
Porosity,30,0,0,0.44435617
Porosity,30,0,1,0.05928941
Porosity,30,0,2,0.17410529
Porosity,30,1,0,0.277032
Porosity,30,1,1,0.22290297
Porosity,30,1,2,0.18485714
Porosity,30,2,0,0.37235007
Porosity,30,2,1,0.25078243
Porosity,30,2,2,0.21574321
Porosity,30,3,0,0.46766675
Porosity,30,3,1,0.14718248
Porosity,30,3,2,0.15712155
Porosity,30,4,0,0.4603545
Porosity,30,4,1,0.25181964
Porosity,30,4,2,0.16701315
Porosity,30,5,0,0.43251532
Porosity,30,5,1,0.23306645
Porosity,30,5,2,0.15217431
Porosity,30,6,0,0.40239602
Porosity,30,6,1,0.23566882
Porosity,30,6,2,0.13733548
Porosity,30,7,0,0.36087894
Porosity,30,7,1,0.24254374
Porosity,30,7,2,0.30563214
Porosity,30,8,0,0.3193604
Porosity,30,8,1,0.24834837
Porosity,30,8,2,0.23954001
Porosity,30,9,0,0.33304983
Porosity,30,9,1,0.24880727
Porosity,30,9,2,0.1534043
Porosity,30,10,0,0.40194574
Porosity,30,10,1,0.24926473
Porosity,30,10,2,0.16452155
Porosity,30,11,0,0.47084165
Porosity,30,11,1,0.24222438
Porosity,30,11,2,0.17563881
Porosity,30,12,0,0.42291
Porosity,30,12,1,0.14094341
Porosity,30,12,2,0.18175991
Porosity,30,13,0,0.35161167
Porosity,30,13,1,0.13349882
Porosity,30,13,2,0.3130825
Porosity,30,14,0,0.303247
Porosity,30,14,1,0.13989039
Porosity,30,14,2,0.33051795
Porosity,30,15,0,0.36955208
Porosity,30,15,1,0.07333617
Porosity,30,15,2,0.25773358
Porosity,30,16,0,0.4358557
Porosity,30,16,1,0.060125653
Porosity,30,16,2,0.25043142
Porosity,30,17,0,0.4661174
Porosity,30,17,1,0.057583846
Porosity,30,17,2,0.24312924
Porosity,30,18,0,0.4603358
Porosity,30,18,1,0.056011923
Porosity,30,18,2,0.2410951
Porosity,30,19,0,0.45455563
Porosity,30,19,1,0.1782685
Porosity,30,19,2,0.12110124
Porosity,30,20,0,0.37639678
Porosity,30,20,1,0.06256676
Porosity,30,20,2,0.16560479
Porosity,30,21,0,0.28376305
Porosity,30,21,1,0.13332331
Porosity,30,21,2,0.36698997
Porosity,30,22,0,0.21014719
Porosity,30,22,1,0.12661095
Porosity,30,22,2,0.3176025
Porosity,30,23,0,0.23161493
Porosity,30,23,1,0.41379666
Porosity,30,23,2,0.36955208
Porosity,30,24,0,0.25308412
Porosity,30,24,1,0.133916
Porosity,30,24,2,0.4358557
Porosity,30,25,0,0.27725208
Porosity,30,25,1,0.12529323
Porosity,30,25,2,0.32430333
Porosity,30,26,0,0.11671792
Porosity,30,26,1,0.12221469
Porosity,30,26,2,0.33220682
Porosity,30,27,0,0.0992583
Porosity,30,27,1,0.18314238
Porosity,30,27,2,0.33873937
Porosity,30,28,0,0.08179898
Porosity,30,28,1,0.19284408
Porosity,30,28,2,0.34527192
Porosity,30,29,0,0.3815828
Porosity,30,29,1,0.18699917
Porosity,30,29,2,0.34617388
Porosity,30,30,0,0.28794065
Porosity,30,30,1,0.20653781
Porosity,30,30,2,0.34144387
Porosity,30,31,0,0.22734815
Porosity,30,31,1,0.20538552
Porosity,30,31,2,0.43671164
Porosity,30,32,0,0.19980675
Porosity,30,32,1,0.25335315
Porosity,30,32,2,0.4012797
Porosity,30,33,0,0.065376855
Porosity,30,33,1,0.30131933
Porosity,30,33,2,0.36584774
Porosity,30,34,0,0.06805676
Porosity,30,34,1,0.31612796
Porosity,30,34,2,0.36269873
Porosity,30,35,0,0.08412974
Porosity,30,35,1,0.32430333
Porosity,30,35,2,0.39183262
Porosity,30,36,0,0.100202724
Porosity,30,36,1,0.33220682
Porosity,30,36,2,0.4209665
Porosity,30,37,0,0.12810275
Porosity,30,37,1,0.33873937
Porosity,30,37,2,0.29775888
Porosity,30,38,0,0.16783169
Porosity,30,38,1,0.34527192
Porosity,30,38,2,0.32848525
Porosity,30,39,0,0.2075592
Porosity,30,39,1,0.34617388
Porosity,30,39,2,0.33705336
Porosity,31,0,0,0.3132623
Porosity,31,0,1,0.40621543
Porosity,31,0,2,0.15973975
Porosity,31,1,0,0.25933614
Porosity,31,1,1,0.22827458
Porosity,31,1,2,0.16914223
Porosity,31,2,0,0.29796603
Porosity,31,2,1,0.4004194
Porosity,31,2,2,0.18872258
Porosity,31,3,0,0.3365959
Porosity,31,3,1,0.3000836
Porosity,31,3,2,0.14938061
Porosity,31,4,0,0.35906923
Porosity,31,4,1,0.2862748
Porosity,31,4,2,0.14736518
Porosity,31,5,0,0.3783115
Porosity,31,5,1,0.2974755
Porosity,31,5,2,0.15038905
Porosity,31,6,0,0.39432707
Porosity,31,6,1,0.3023479
Porosity,31,6,2,0.15341148
Porosity,31,7,0,0.3942077
Porosity,31,7,1,0.30595297
Porosity,31,7,2,0.24662927
Porosity,31,8,0,0.39408684
Porosity,31,8,1,0.31228986
Porosity,31,8,2,0.15310219
Porosity,31,9,0,0.36929455
Porosity,31,9,1,0.33227876
Porosity,31,9,2,0.4661174
Porosity,31,10,0,0.31983227
Porosity,31,10,1,0.3522691
Porosity,31,10,2,0.19475162
Porosity,31,11,0,0.27036998
Porosity,31,11,1,0.33509693
Porosity,31,11,2,0.18685101
Porosity,31,12,0,0.2565252
Porosity,31,12,1,0.15546145
Porosity,31,12,2,0.18480104
Porosity,31,13,0,0.24980275
Porosity,31,13,1,0.18734588
Porosity,31,13,2,0.33661893
Porosity,31,14,0,0.24967617
Porosity,31,14,1,0.1721848
Porosity,31,14,2,0.267887
Porosity,31,15,0,0.28251868
Porosity,31,15,1,0.37125963
Porosity,31,15,2,0.35660782
Porosity,31,16,0,0.3153612
Porosity,31,16,1,0.122139886
Porosity,31,16,2,0.30929905
Porosity,31,17,0,0.3427501
Porosity,31,17,1,0.08639751
Porosity,31,17,2,0.26198888
Porosity,31,18,0,0.36468396
Porosity,31,18,1,0.4394219
Porosity,31,18,2,0.25078243
Porosity,31,19,0,0.38661924
Porosity,31,19,1,0.20240481
Porosity,31,19,2,0.20310539
Porosity,31,20,0,0.34328523
Porosity,31,20,1,0.107723996
Porosity,31,20,2,0.1281085
Porosity,31,21,0,0.28689623
Porosity,31,21,1,0.16701315
Porosity,31,21,2,0.33654842
Porosity,31,22,0,0.24784198
Porosity,31,22,1,0.15217431
Porosity,31,22,2,0.20919341
Porosity,31,23,0,0.29546005
Porosity,31,23,1,0.14094341
Porosity,31,23,2,0.28251868
Porosity,31,24,0,0.34307808
Porosity,31,24,1,0.13349882
Porosity,31,24,2,0.3153612
Porosity,31,25,0,0.36279222
Porosity,31,25,1,0.13742755
Porosity,31,25,2,0.35414067
Porosity,31,26,0,0.115662016
Porosity,31,26,1,0.32271516
Porosity,31,26,2,0.38821462
Porosity,31,27,0,0.0925832
Porosity,31,27,1,0.1275187
Porosity,31,27,2,0.41671264
Porosity,31,28,0,0.06950425
Porosity,31,28,1,0.13639466
Porosity,31,28,2,0.4452107
Porosity,31,29,0,0.3426868
Porosity,31,29,1,0.13659175
Porosity,31,29,2,0.43659365
Porosity,31,30,0,0.3008633
Porosity,31,30,1,0.1281085
Porosity,31,30,2,0.39086446
Porosity,31,31,0,0.12551333
Porosity,31,31,1,0.12001512
Porosity,31,31,2,0.38933957
Porosity,31,32,0,0.25181964
Porosity,31,32,1,0.1982977
Porosity,31,32,2,0.41153812
Porosity,31,33,0,0.08087599
Porosity,31,33,1,0.27658027
Porosity,31,33,2,0.4337381
Porosity,31,34,0,0.0627237
Porosity,31,34,1,0.31895185
Porosity,31,34,2,0.44528836
Porosity,31,35,0,0.08783061
Porosity,31,35,1,0.14746301
Porosity,31,35,2,0.44618893
Porosity,31,36,0,0.11293737
Porosity,31,36,1,0.38821462
Porosity,31,36,2,0.4470909
Porosity,31,37,0,0.13512152
Porosity,31,37,1,0.41671264
Porosity,31,37,2,0.30578175
Porosity,31,38,0,0.15438396
Porosity,31,38,1,0.4452107
Porosity,31,38,2,0.3281256
Porosity,31,39,0,0.17364639
Porosity,31,39,1,0.43659365
Porosity,31,39,2,0.3090847
Porosity,32,0,0,0.21900013
Porosity,32,0,1,0.44325998
Porosity,32,0,2,0.18688266
Porosity,32,1,0,0.35476646
Porosity,32,1,1,0.14273874
Porosity,32,1,2,0.1893498
Porosity,32,2,0,0.28645748
Porosity,32,2,1,0.3829696
Porosity,32,2,2,0.1785332
Porosity,32,3,0,0.23963352
Porosity,32,3,1,0.27725208
Porosity,32,3,2,0.16771661
Porosity,32,4,0,0.24877994
Porosity,32,4,1,0.30411878
Porosity,32,4,2,0.19991608
Porosity,32,5,0,0.2691213
Porosity,32,5,1,0.3309855
Porosity,32,5,2,0.14769605
Porosity,32,6,0,0.29099903
Porosity,32,6,1,0.342635
Porosity,32,6,2,0.15004523
Porosity,32,7,0,0.32055444
Porosity,32,7,1,0.3512434
Porosity,32,7,2,0.20830293
Porosity,32,8,0,0.35010982
Porosity,32,8,1,0.3594044
Porosity,32,8,2,0.24051392
Porosity,32,9,0,0.35125923
Porosity,32,9,1,0.3653313
Porosity,32,9,2,0.3427501
Porosity,32,10,0,0.32400268
Porosity,32,10,1,0.37125963
Porosity,32,10,2,0.36468396
Porosity,32,11,0,0.29674467
Porosity,32,11,1,0.36622465
Porosity,32,11,2,0.38661924
Porosity,32,12,0,0.29327628
Porosity,32,12,1,0.14746301
Porosity,32,12,2,0.34328523
Porosity,32,13,0,0.2945667
Porosity,32,13,1,0.35239282
Porosity,32,13,2,0.32848525
Porosity,32,14,0,0.29464868
Porosity,32,14,1,0.17348239
Porosity,32,14,2,0.17819513
Porosity,32,15,0,0.288693
Porosity,32,15,1,0.35136712
Porosity,32,15,2,0.2866488
Porosity,32,16,0,0.2827359
Porosity,32,16,1,0.46982604
Porosity,32,16,2,0.27321544
Porosity,32,17,0,0.274526
Porosity,32,17,1,0.47412878
Porosity,32,17,2,0.32506865
Porosity,32,18,0,0.2640633
Porosity,32,18,1,0.47681028
Porosity,32,18,2,0.1761869
Porosity,32,19,0,0.25360203
Porosity,32,19,1,0.2268691
Porosity,32,19,2,0.22927295
Porosity,32,20,0,0.24250922
Porosity,32,20,1,0.14938061
Porosity,32,20,2,0.19831927
Porosity,32,21,0,0.23128982
Porosity,32,21,1,0.14736518
Porosity,32,21,2,0.2945667
Porosity,32,22,0,0.22276199
Porosity,32,22,1,0.15038905
Porosity,32,22,2,0.29464868
Porosity,32,23,0,0.22768046
Porosity,32,23,1,0.15546145
Porosity,32,23,2,0.288693
Porosity,32,24,0,0.23259892
Porosity,32,24,1,0.18734588
Porosity,32,24,2,0.2827359
Porosity,32,25,0,0.24757154
Porosity,32,25,1,0.1915839
Porosity,32,25,2,0.2915687
Porosity,32,26,0,0.18358545
Porosity,32,26,1,0.39350423
Porosity,32,26,2,0.3274581
Porosity,32,27,0,0.13337366
Porosity,32,27,1,0.36989155
Porosity,32,27,2,0.3539594
Porosity,32,28,0,0.083162166
Porosity,32,28,1,0.117739305
Porosity,32,28,2,0.38046074
Porosity,32,29,0,0.2778649
Porosity,32,29,1,0.12799199
Porosity,32,29,2,0.3766773
Porosity,32,30,0,0.27227032
Porosity,32,30,1,0.14853762
Porosity,32,30,2,0.3426091
Porosity,32,31,0,0.08987266
Porosity,32,31,1,0.3312847
Porosity,32,31,2,0.20544162
Porosity,32,32,0,0.089090645
Porosity,32,32,1,0.28099668
Porosity,32,32,2,0.18140315
Porosity,32,33,0,0.085607015
Porosity,32,33,1,0.2307072
Porosity,32,33,2,0.18140315
Porosity,32,34,0,0.08987611
Porosity,32,34,1,0.2537991
Porosity,32,34,2,0.22724888
Porosity,32,35,0,0.13290901
Porosity,32,35,1,0.0992583
Porosity,32,35,2,0.31894034
Porosity,32,36,0,0.17594235
Porosity,32,36,1,0.3274581
Porosity,32,36,2,0.4106318
Porosity,32,37,0,0.20099789
Porosity,32,37,1,0.3557303
Porosity,32,37,2,0.2745749
Porosity,32,38,0,0.20807852
Porosity,32,38,1,0.4470909
Porosity,32,38,2,0.2726314
Porosity,32,39,0,0.21515772
Porosity,32,39,1,0.38821894
Porosity,32,39,2,0.27288026
Porosity,33,0,0,0.31368813
Porosity,33,0,1,0.46766675
Porosity,33,0,2,0.18392208
Porosity,33,1,0,0.36087894
Porosity,33,1,1,0.40721378
Porosity,33,1,2,0.17940785
Porosity,33,2,0,0.13413899
Porosity,33,2,1,0.41097853
Porosity,33,2,2,0.15671444
Porosity,33,3,0,0.082386345
Porosity,33,3,1,0.36279222
Porosity,33,3,2,0.13402103
Porosity,33,4,0,0.1590104
Porosity,33,4,1,0.3546039
Porosity,33,4,2,0.16503224
Porosity,33,5,0,0.26130843
Porosity,33,5,1,0.4442943
Porosity,33,5,2,0.18314238
Porosity,33,6,0,0.35093555
Porosity,33,6,1,0.4668971
Porosity,33,6,2,0.19284408
Porosity,33,7,0,0.3771966
Porosity,33,7,1,0.3501573
Porosity,33,7,2,0.16771661
Porosity,33,8,0,0.40345913
Porosity,33,8,1,0.35239282
Porosity,33,8,2,0.19991608
Porosity,33,9,0,0.39540315
Porosity,33,9,1,0.35187924
Porosity,33,9,2,0.274526
Porosity,33,10,0,0.35302866
Porosity,33,10,1,0.35136712
Porosity,33,10,2,0.2640633
Porosity,33,11,0,0.3106542
Porosity,33,11,1,0.34214014
Porosity,33,11,2,0.25360203
Porosity,33,12,0,0.30858123
Porosity,33,12,1,0.3241983
Porosity,33,12,2,0.24250922
Porosity,33,13,0,0.31456998
Porosity,33,13,1,0.41150934
Porosity,33,13,2,0.15719636
Porosity,33,14,0,0.31675804
Porosity,33,14,1,0.42073777
Porosity,33,14,2,0.16654849
Porosity,33,15,0,0.29994693
Porosity,33,15,1,0.42996475
Porosity,33,15,2,0.45148715
Porosity,33,16,0,0.28313726
Porosity,33,16,1,0.39808318
Porosity,33,16,2,0.45036653
Porosity,33,17,0,0.27978107
Porosity,33,17,1,0.3933762
Porosity,33,17,2,0.19755395
Porosity,33,18,0,0.28988126
Porosity,33,18,1,0.39979652
Porosity,33,18,2,0.19916947
Porosity,33,19,0,0.29998145
Porosity,33,19,1,0.28204396
Porosity,33,19,2,0.251214
Porosity,33,20,0,0.29333672
Porosity,33,20,1,0.14691347
Porosity,33,20,2,0.3032585
Porosity,33,21,0,0.283343
Porosity,33,21,1,0.14534831
Porosity,33,21,2,0.31456998
Porosity,33,22,0,0.27465114
Porosity,33,22,1,0.14769605
Porosity,33,22,2,0.31675804
Porosity,33,23,0,0.27247748
Porosity,33,23,1,0.15004523
Porosity,33,23,2,0.29994693
Porosity,33,24,0,0.27030236
Porosity,33,24,1,0.17212294
Porosity,33,24,2,0.28313726
Porosity,33,25,0,0.27514747
Porosity,33,25,1,0.17219199
Porosity,33,25,2,0.34292415
Porosity,33,26,0,0.30589828
Porosity,33,26,1,0.45357597
Porosity,33,26,2,0.3222922
Porosity,33,27,0,0.20674065
Porosity,33,27,1,0.44312045
Porosity,33,27,2,0.3103967
Porosity,33,28,0,0.107583016
Porosity,33,28,1,0.110999614
Porosity,33,28,2,0.29850116
Porosity,33,29,0,0.23161493
Porosity,33,29,1,0.12597942
Porosity,33,29,2,0.28363788
Porosity,33,30,0,0.25308412
Porosity,33,30,1,0.1562095
Porosity,33,30,2,0.26580682
Porosity,33,31,0,0.16848336
Porosity,33,31,1,0.39985406
Porosity,33,31,2,0.1717187
Porosity,33,32,0,0.20997743
Porosity,33,32,1,0.3925145
Porosity,33,32,2,0.17575677
Porosity,33,33,0,0.25092915
Porosity,33,33,1,0.3851749
Porosity,33,33,2,0.18027388
Porosity,33,34,0,0.27845472
Porosity,33,34,1,0.115662016
Porosity,33,34,2,0.20538552
Porosity,33,35,0,0.23883799
Porosity,33,35,1,0.0925832
Porosity,33,35,2,0.25335315
Porosity,33,36,0,0.19922125
Porosity,33,36,1,0.3222922
Porosity,33,36,2,0.30131933
Porosity,33,37,0,0.21972373
Porosity,33,37,1,0.2652127
Porosity,33,37,2,0.28352425
Porosity,33,38,0,0.30034542
Porosity,33,38,1,0.4106318
Porosity,33,38,2,0.30043605
Porosity,33,39,0,0.38096854
Porosity,33,39,1,0.4017875
Porosity,33,39,2,0.30528113
Porosity,34,0,0,0.31563595
Porosity,34,0,1,0.124119356
Porosity,34,0,2,0.20533949
Porosity,34,1,0,0.3942077
Porosity,34,1,1,0.4955433
Porosity,34,1,2,0.2019574
Porosity,34,2,0,0.39408684
Porosity,34,2,1,0.4711639
Porosity,34,2,2,0.18365163
Porosity,34,3,0,0.2401701
Porosity,34,3,1,0.24757154
Porosity,34,3,2,0.16534585
Porosity,34,4,0,0.27927902
Porosity,34,4,1,0.40990534
Porosity,34,4,2,0.17782974
Porosity,34,5,0,0.3164315
Porosity,34,5,1,0.3718955
Porosity,34,5,2,0.17940785
Porosity,34,6,0,0.35463843
Porosity,34,6,1,0.33388707
Porosity,34,6,2,0.15671444
Porosity,34,7,0,0.39810765
Porosity,34,7,1,0.37616515
Porosity,34,7,2,0.13402103
Porosity,34,8,0,0.4415783
Porosity,34,8,1,0.41150934
Porosity,34,8,2,0.16503224
Porosity,34,9,0,0.43631458
Porosity,34,9,1,0.42073777
Porosity,34,9,2,0.27978107
Porosity,34,10,0,0.38231793
Porosity,34,10,1,0.42996475
Porosity,34,10,2,0.28988126
Porosity,34,11,0,0.32831982
Porosity,34,11,1,0.4283478
Porosity,34,11,2,0.29998145
Porosity,34,12,0,0.35785076
Porosity,34,12,1,0.4158826
Porosity,34,12,2,0.29333672
Porosity,34,13,0,0.40408632
Porosity,34,13,1,0.4008582
Porosity,34,13,2,0.20602424
Porosity,34,14,0,0.43671164
Porosity,34,14,1,0.41529852
Porosity,34,14,2,0.19755395
Porosity,34,15,0,0.4012797
Porosity,34,15,1,0.42973888
Porosity,34,15,2,0.4700447
Porosity,34,16,0,0.36584774
Porosity,34,16,1,0.38261715
Porosity,34,16,2,0.4682623
Porosity,34,17,0,0.36269873
Porosity,34,17,1,0.3843348
Porosity,34,17,2,0.25074932
Porosity,34,18,0,0.39183262
Porosity,34,18,1,0.41379666
Porosity,34,18,2,0.2683761
Porosity,34,19,0,0.4209665
Porosity,34,19,1,0.20441304
Porosity,34,19,2,0.2775441
Porosity,34,20,0,0.3743396
Porosity,34,20,1,0.17990847
Porosity,34,20,2,0.28671354
Porosity,34,21,0,0.3125603
Porosity,34,21,1,0.39183262
Porosity,34,21,2,0.40408632
Porosity,34,22,0,0.2607143
Porosity,34,22,1,0.18314238
Porosity,34,22,2,0.43671164
Porosity,34,23,0,0.25853342
Porosity,34,23,1,0.19284408
Porosity,34,23,2,0.4012797
Porosity,34,24,0,0.256354
Porosity,34,24,1,0.08179898
Porosity,34,24,2,0.36584774
Porosity,34,25,0,0.2673907
Porosity,34,25,1,0.43970096
Porosity,34,25,2,0.3537609
Porosity,34,26,0,0.4527085
Porosity,34,26,1,0.44839713
Porosity,34,26,2,0.39183262
Porosity,34,27,0,0.4163789
Porosity,34,27,1,0.4570947
Porosity,34,27,2,0.38123757
Porosity,34,28,0,0.38005072
Porosity,34,28,1,0.13680609
Porosity,34,28,2,0.34842813
Porosity,34,29,0,0.29546005
Porosity,34,29,1,0.14169146
Porosity,34,29,2,0.13709669
Porosity,34,30,0,0.34307808
Porosity,34,30,1,0.15664971
Porosity,34,30,2,0.281457
Porosity,34,31,0,0.39068896
Porosity,34,31,1,0.17160794
Porosity,34,31,2,0.25360203
Porosity,34,32,0,0.31824264
Porosity,34,32,1,0.23107691
Porosity,34,32,2,0.24867061
Porosity,34,33,0,0.22900394
Porosity,34,33,1,0.18637484
Porosity,34,33,2,0.11443204
Porosity,34,34,0,0.15266918
Porosity,34,34,1,0.18358545
Porosity,34,34,2,0.12001512
Porosity,34,35,0,0.14085998
Porosity,34,35,1,0.13337366
Porosity,34,35,2,0.1982977
Porosity,34,36,0,0.12904933
Porosity,34,36,1,0.24974953
Porosity,34,36,2,0.27658027
Porosity,34,37,0,0.13709669
Porosity,34,37,1,0.2980883
Porosity,34,37,2,0.30114815
Porosity,34,38,0,0.16500203
Porosity,34,38,1,0.30131933
Porosity,34,38,2,0.30183145
Porosity,34,39,0,0.19290593
Porosity,34,39,1,0.31612796
Porosity,34,39,2,0.4272847
Porosity,35,0,0,0.3274581
Porosity,35,0,1,0.12110124
Porosity,35,0,2,0.21321133
Porosity,35,1,0,0.32055444
Porosity,35,1,1,0.48175895
Porosity,35,1,2,0.21947198
Porosity,35,2,0,0.35010982
Porosity,35,2,1,0.4811044
Porosity,35,2,2,0.22020565
Porosity,35,3,0,0.29072714
Porosity,35,3,1,0.27514747
Porosity,35,3,2,0.22094075
Porosity,35,4,0,0.29857168
Porosity,35,4,1,0.47676712
Porosity,35,4,2,0.21104197
Porosity,35,5,0,0.30944005
Porosity,35,5,1,0.47340375
Porosity,35,5,2,0.2019574
Porosity,35,6,0,0.32091406
Porosity,35,6,1,0.4700418
Porosity,35,6,2,0.18365163
