Property,X,Y,Z,Value
Permeability,39,15,2,0.46517482
Permeability,39,16,0,0.69494295
Permeability,39,16,1,0.6075154
Permeability,39,16,2,0.49889487
Permeability,39,17,0,0.6625694
Permeability,39,17,1,0.62327635
Permeability,39,17,2,0.53345215
Permeability,39,18,0,0.56199336
Permeability,39,18,1,0.6591082
Permeability,39,18,2,0.5603994
Permeability,39,19,0,0.4614144
Permeability,39,19,1,0.69494295
Permeability,39,19,2,0.5492908
Permeability,39,20,0,0.5075982
Permeability,39,20,1,0.6625694
Permeability,39,20,2,0.53818214
Permeability,39,21,0,0.5831374
Permeability,39,21,1,0.56199336
Permeability,39,21,2,0.89237785
Permeability,39,22,0,0.6549162
Permeability,39,22,1,0.4614144
Permeability,39,22,2,0.8941818
Permeability,39,23,0,0.7079188
Permeability,39,23,1,0.5075982
Permeability,39,23,2,0.62327635
Permeability,39,24,0,0.7609215
Permeability,39,24,1,0.5831374
Permeability,39,24,2,0.6591082
Permeability,39,25,0,0.961291
Permeability,39,25,1,0.26664662
Permeability,39,25,2,0.69494295
Permeability,39,26,0,0.96265477
Permeability,39,26,1,0.2532219
Permeability,39,26,2,0.56199336
Permeability,39,27,0,0.9669906
Permeability,39,27,1,0.23980007
Permeability,39,27,2,0.743791
Permeability,39,28,0,0.97132355
Permeability,39,28,1,0.23325458
Permeability,39,28,2,0.66777414
Permeability,39,29,0,0.9770088
Permeability,39,29,1,0.7089575
Permeability,39,29,2,0.66426116
Permeability,39,30,0,0.98404914
Permeability,39,30,1,0.8277746
Permeability,39,30,2,0.73325205
Permeability,39,31,0,0.9910866
Permeability,39,31,1,0.9465946
Permeability,39,31,2,0.8022429
Permeability,39,32,0,0.9423278
Permeability,39,32,1,0.945015
Permeability,39,32,2,0.8662189
Permeability,39,33,0,0.8824114
Permeability,39,33,1,0.41843286
Permeability,39,33,2,0.9291908
Permeability,39,34,0,0.8198107
Permeability,39,34,1,0.42881358
Permeability,39,34,2,0.9504528
Permeability,39,35,0,0.743791
Permeability,39,35,1,0.43919426
Permeability,39,35,2,0.7631656
Permeability,39,36,0,0.66777414
Permeability,39,36,1,0.46433756
Permeability,39,36,2,0.5758813
Permeability,39,37,0,0.66426116
Permeability,39,37,1,0.92325526
Permeability,39,37,2,0.6732091
Permeability,39,38,0,0.73325205
Permeability,39,38,1,0.89086735
Permeability,39,38,2,0.7541947
Permeability,39,39,0,0.8022429
Permeability,39,39,1,0.8584823
Permeability,39,39,2,0.8066679
Source_Q,0,0,0,0.0
Source_Q,0,0,1,0.0
Source_Q,0,0,2,0.0
Source_Q,0,1,0,0.0
Source_Q,0,1,1,0.0
Source_Q,0,1,2,0.0
Source_Q,0,2,0,0.0
Source_Q,0,2,1,0.0
Source_Q,0,2,2,0.0
Source_Q,0,3,0,0.0
Source_Q,0,3,1,0.0
Source_Q,0,3,2,0.0
Source_Q,0,4,0,0.0
Source_Q,0,4,1,0.0
Source_Q,0,4,2,0.0
Source_Q,0,5,0,0.0
Source_Q,0,5,1,0.0
Source_Q,0,5,2,0.0
Source_Q,0,6,0,0.0
Source_Q,0,6,1,0.0
Source_Q,0,6,2,0.0
Source_Q,0,7,0,0.0
Source_Q,0,7,1,0.0
Source_Q,0,7,2,0.0
Source_Q,0,8,0,0.0
Source_Q,0,8,1,0.0
Source_Q,0,8,2,0.0
Source_Q,0,9,0,0.0
Source_Q,0,9,1,0.0
Source_Q,0,9,2,0.0
Source_Q,0,10,0,0.0
Source_Q,0,10,1,0.0
Source_Q,0,10,2,0.0
Source_Q,0,11,0,0.0
Source_Q,0,11,1,0.0
Source_Q,0,11,2,0.0
Source_Q,0,12,0,0.0
Source_Q,0,12,1,0.0
Source_Q,0,12,2,0.0
Source_Q,0,13,0,0.0
Source_Q,0,13,1,0.0
Source_Q,0,13,2,0.0
Source_Q,0,14,0,0.0
Source_Q,0,14,1,0.0
Source_Q,0,14,2,0.0
Source_Q,0,15,0,0.0
Source_Q,0,15,1,0.0
Source_Q,0,15,2,0.0
Source_Q,0,16,0,0.0
Source_Q,0,16,1,0.0
Source_Q,0,16,2,0.0
Source_Q,0,17,0,0.0
Source_Q,0,17,1,0.0
Source_Q,0,17,2,0.0
Source_Q,0,18,0,0.0
Source_Q,0,18,1,0.0
Source_Q,0,18,2,0.0
Source_Q,0,19,0,0.0
Source_Q,0,19,1,0.0
Source_Q,0,19,2,0.0
Source_Q,0,20,0,0.0
Source_Q,0,20,1,0.0
Source_Q,0,20,2,0.0
Source_Q,0,21,0,0.0
Source_Q,0,21,1,0.0
Source_Q,0,21,2,0.0
Source_Q,0,22,0,0.0
Source_Q,0,22,1,0.0
Source_Q,0,22,2,0.0
Source_Q,0,23,0,0.0
Source_Q,0,23,1,0.0
Source_Q,0,23,2,0.0
Source_Q,0,24,0,0.0
Source_Q,0,24,1,0.0
Source_Q,0,24,2,0.0
Source_Q,0,25,0,0.0
Source_Q,0,25,1,0.0
Source_Q,0,25,2,0.0
Source_Q,0,26,0,0.0
Source_Q,0,26,1,0.0
Source_Q,0,26,2,0.0
Source_Q,0,27,0,0.0
Source_Q,0,27,1,0.0
Source_Q,0,27,2,0.0
Source_Q,0,28,0,0.0
Source_Q,0,28,1,0.0
Source_Q,0,28,2,0.0
Source_Q,0,29,0,0.0
Source_Q,0,29,1,0.0
Source_Q,0,29,2,0.0
Source_Q,0,30,0,0.0
Source_Q,0,30,1,0.0
Source_Q,0,30,2,0.0
Source_Q,0,31,0,0.0
Source_Q,0,31,1,0.0
Source_Q,0,31,2,0.0
Source_Q,0,32,0,0.0
Source_Q,0,32,1,0.0
Source_Q,0,32,2,0.0
Source_Q,0,33,0,0.0
Source_Q,0,33,1,0.0
Source_Q,0,33,2,0.0
Source_Q,0,34,0,0.0
Source_Q,0,34,1,0.0
Source_Q,0,34,2,0.0
Source_Q,0,35,0,0.0
Source_Q,0,35,1,0.0
Source_Q,0,35,2,0.0
Source_Q,0,36,0,0.0
Source_Q,0,36,1,0.0
Source_Q,0,36,2,0.0
Source_Q,0,37,0,0.0
Source_Q,0,37,1,0.0
Source_Q,0,37,2,0.0
Source_Q,0,38,0,0.0
Source_Q,0,38,1,0.0
Source_Q,0,38,2,0.0
Source_Q,0,39,0,0.0
Source_Q,0,39,1,0.0
Source_Q,0,39,2,0.0
Source_Q,1,0,0,0.0
Source_Q,1,0,1,0.0
Source_Q,1,0,2,0.0
Source_Q,1,1,0,0.418
Source_Q,1,1,1,0.418
Source_Q,1,1,2,0.418
Source_Q,1,2,0,0.0
Source_Q,1,2,1,0.0
Source_Q,1,2,2,0.0
Source_Q,1,3,0,0.0
Source_Q,1,3,1,0.0
Source_Q,1,3,2,0.0
Source_Q,1,4,0,0.0
Source_Q,1,4,1,0.0
Source_Q,1,4,2,0.0
Source_Q,1,5,0,0.0
Source_Q,1,5,1,0.0
Source_Q,1,5,2,0.0
Source_Q,1,6,0,0.0
Source_Q,1,6,1,0.0
Source_Q,1,6,2,0.0
Source_Q,1,7,0,0.0
Source_Q,1,7,1,0.0
Source_Q,1,7,2,0.0
Source_Q,1,8,0,0.0
Source_Q,1,8,1,0.0
Source_Q,1,8,2,0.0
Source_Q,1,9,0,0.0
Source_Q,1,9,1,0.0
Source_Q,1,9,2,0.0
Source_Q,1,10,0,0.0
Source_Q,1,10,1,0.0
Source_Q,1,10,2,0.0
Source_Q,1,11,0,0.0
Source_Q,1,11,1,0.0
Source_Q,1,11,2,0.0
Source_Q,1,12,0,0.0
Source_Q,1,12,1,0.0
Source_Q,1,12,2,0.0
Source_Q,1,13,0,0.0
Source_Q,1,13,1,0.0
Source_Q,1,13,2,0.0
Source_Q,1,14,0,0.0
Source_Q,1,14,1,0.0
Source_Q,1,14,2,0.0
Source_Q,1,15,0,0.0
Source_Q,1,15,1,0.0
Source_Q,1,15,2,0.0
Source_Q,1,16,0,0.0
Source_Q,1,16,1,0.0
Source_Q,1,16,2,0.0
Source_Q,1,17,0,0.0
Source_Q,1,17,1,0.0
Source_Q,1,17,2,0.0
Source_Q,1,18,0,0.0
Source_Q,1,18,1,0.0
Source_Q,1,18,2,0.0
Source_Q,1,19,0,0.0
Source_Q,1,19,1,0.0
Source_Q,1,19,2,0.0
Source_Q,1,20,0,0.0
Source_Q,1,20,1,0.0
Source_Q,1,20,2,0.0
Source_Q,1,21,0,0.0
Source_Q,1,21,1,0.0
Source_Q,1,21,2,0.0
Source_Q,1,22,0,0.0
Source_Q,1,22,1,0.0
Source_Q,1,22,2,0.0
Source_Q,1,23,0,0.0
Source_Q,1,23,1,0.0
Source_Q,1,23,2,0.0
Source_Q,1,24,0,0.418
Source_Q,1,24,1,0.418
Source_Q,1,24,2,0.418
Source_Q,1,25,0,0.0
Source_Q,1,25,1,0.0
Source_Q,1,25,2,0.0
Source_Q,1,26,0,0.0
Source_Q,1,26,1,0.0
Source_Q,1,26,2,0.0
Source_Q,1,27,0,0.0
Source_Q,1,27,1,0.0
Source_Q,1,27,2,0.0
Source_Q,1,28,0,0.0
Source_Q,1,28,1,0.0
Source_Q,1,28,2,0.0
Source_Q,1,29,0,0.0
Source_Q,1,29,1,0.0
Source_Q,1,29,2,0.0
Source_Q,1,30,0,0.0
Source_Q,1,30,1,0.0
Source_Q,1,30,2,0.0
Source_Q,1,31,0,0.0
Source_Q,1,31,1,0.0
Source_Q,1,31,2,0.0
Source_Q,1,32,0,0.0
Source_Q,1,32,1,0.0
Source_Q,1,32,2,0.0
Source_Q,1,33,0,0.0
Source_Q,1,33,1,0.0
Source_Q,1,33,2,0.0
Source_Q,1,34,0,0.0
Source_Q,1,34,1,0.0
Source_Q,1,34,2,0.0
Source_Q,1,35,0,0.0
Source_Q,1,35,1,0.0
Source_Q,1,35,2,0.0
Source_Q,1,36,0,0.0
Source_Q,1,36,1,0.0
Source_Q,1,36,2,0.0
Source_Q,1,37,0,0.0
Source_Q,1,37,1,0.0
Source_Q,1,37,2,0.0
Source_Q,1,38,0,0.0
Source_Q,1,38,1,0.0
Source_Q,1,38,2,0.0
Source_Q,1,39,0,0.0
Source_Q,1,39,1,0.0
Source_Q,1,39,2,0.0
Source_Q,2,0,0,0.0
Source_Q,2,0,1,0.0
Source_Q,2,0,2,0.0
Source_Q,2,1,0,0.0
Source_Q,2,1,1,0.0
Source_Q,2,1,2,0.0
Source_Q,2,2,0,0.0
Source_Q,2,2,1,0.0
Source_Q,2,2,2,0.0
Source_Q,2,3,0,0.0
Source_Q,2,3,1,0.0
Source_Q,2,3,2,0.0
Source_Q,2,4,0,0.0
Source_Q,2,4,1,0.0
Source_Q,2,4,2,0.0
Source_Q,2,5,0,0.0
Source_Q,2,5,1,0.0
Source_Q,2,5,2,0.0
Source_Q,2,6,0,0.0
Source_Q,2,6,1,0.0
Source_Q,2,6,2,0.0
Source_Q,2,7,0,0.0
Source_Q,2,7,1,0.0
Source_Q,2,7,2,0.0
Source_Q,2,8,0,0.0
Source_Q,2,8,1,0.0
Source_Q,2,8,2,0.0
Source_Q,2,9,0,0.0
Source_Q,2,9,1,0.0
Source_Q,2,9,2,0.0
Source_Q,2,10,0,0.0
Source_Q,2,10,1,0.0
Source_Q,2,10,2,0.0
Source_Q,2,11,0,0.0
Source_Q,2,11,1,0.0
Source_Q,2,11,2,0.0
Source_Q,2,12,0,0.0
Source_Q,2,12,1,0.0
Source_Q,2,12,2,0.0
Source_Q,2,13,0,0.0
Source_Q,2,13,1,0.0
Source_Q,2,13,2,0.0
Source_Q,2,14,0,0.0
Source_Q,2,14,1,0.0
Source_Q,2,14,2,0.0
Source_Q,2,15,0,0.0
Source_Q,2,15,1,0.0
Source_Q,2,15,2,0.0
Source_Q,2,16,0,0.0
Source_Q,2,16,1,0.0
Source_Q,2,16,2,0.0
Source_Q,2,17,0,0.0
Source_Q,2,17,1,0.0
Source_Q,2,17,2,0.0
Source_Q,2,18,0,0.0
Source_Q,2,18,1,0.0
Source_Q,2,18,2,0.0
Source_Q,2,19,0,0.0
Source_Q,2,19,1,0.0
Source_Q,2,19,2,0.0
Source_Q,2,20,0,0.0
Source_Q,2,20,1,0.0
Source_Q,2,20,2,0.0
Source_Q,2,21,0,0.0
Source_Q,2,21,1,0.0
Source_Q,2,21,2,0.0
Source_Q,2,22,0,0.0
Source_Q,2,22,1,0.0
Source_Q,2,22,2,0.0
Source_Q,2,23,0,0.0
Source_Q,2,23,1,0.0
Source_Q,2,23,2,0.0
Source_Q,2,24,0,0.0
Source_Q,2,24,1,0.0
Source_Q,2,24,2,0.0
Source_Q,2,25,0,0.0
Source_Q,2,25,1,0.0
Source_Q,2,25,2,0.0
Source_Q,2,26,0,0.0
Source_Q,2,26,1,0.0
Source_Q,2,26,2,0.0
Source_Q,2,27,0,0.0
Source_Q,2,27,1,0.0
Source_Q,2,27,2,0.0
Source_Q,2,28,0,0.0
Source_Q,2,28,1,0.0
Source_Q,2,28,2,0.0
Source_Q,2,29,0,0.0
Source_Q,2,29,1,0.0
Source_Q,2,29,2,0.0
Source_Q,2,30,0,0.0
Source_Q,2,30,1,0.0
Source_Q,2,30,2,0.0
Source_Q,2,31,0,0.0
Source_Q,2,31,1,0.0
Source_Q,2,31,2,0.0
Source_Q,2,32,0,0.0
Source_Q,2,32,1,0.0
Source_Q,2,32,2,0.0
Source_Q,2,33,0,0.0
Source_Q,2,33,1,0.0
Source_Q,2,33,2,0.0
Source_Q,2,34,0,0.0
Source_Q,2,34,1,0.0
Source_Q,2,34,2,0.0
Source_Q,2,35,0,0.0
Source_Q,2,35,1,0.0
Source_Q,2,35,2,0.0
Source_Q,2,36,0,0.0
Source_Q,2,36,1,0.0
Source_Q,2,36,2,0.0
Source_Q,2,37,0,0.0
Source_Q,2,37,1,0.0
Source_Q,2,37,2,0.0
Source_Q,2,38,0,0.0
Source_Q,2,38,1,0.0
Source_Q,2,38,2,0.0
Source_Q,2,39,0,0.0
Source_Q,2,39,1,0.0
Source_Q,2,39,2,0.0
Source_Q,3,0,0,0.0
Source_Q,3,0,1,0.0
Source_Q,3,0,2,0.0
Source_Q,3,1,0,0.0
Source_Q,3,1,1,0.0
Source_Q,3,1,2,0.0
Source_Q,3,2,0,0.0
Source_Q,3,2,1,0.0
Source_Q,3,2,2,0.0
Source_Q,3,3,0,0.0
Source_Q,3,3,1,0.0
Source_Q,3,3,2,0.0
Source_Q,3,4,0,0.0
Source_Q,3,4,1,0.0
Source_Q,3,4,2,0.0
Source_Q,3,5,0,0.0
Source_Q,3,5,1,0.0
Source_Q,3,5,2,0.0
Source_Q,3,6,0,0.0
Source_Q,3,6,1,0.0
Source_Q,3,6,2,0.0
Source_Q,3,7,0,0.0
Source_Q,3,7,1,0.0
Source_Q,3,7,2,0.0
Source_Q,3,8,0,0.0
Source_Q,3,8,1,0.0
Source_Q,3,8,2,0.0
Source_Q,3,9,0,0.0
Source_Q,3,9,1,0.0
Source_Q,3,9,2,0.0
Source_Q,3,10,0,0.0
Source_Q,3,10,1,0.0
Source_Q,3,10,2,0.0
Source_Q,3,11,0,0.0
Source_Q,3,11,1,0.0
Source_Q,3,11,2,0.0
Source_Q,3,12,0,0.0
Source_Q,3,12,1,0.0
Source_Q,3,12,2,0.0
Source_Q,3,13,0,0.0
Source_Q,3,13,1,0.0
Source_Q,3,13,2,0.0
Source_Q,3,14,0,0.0
Source_Q,3,14,1,0.0
Source_Q,3,14,2,0.0
Source_Q,3,15,0,0.0
Source_Q,3,15,1,0.0
Source_Q,3,15,2,0.0
Source_Q,3,16,0,0.0
Source_Q,3,16,1,0.0
Source_Q,3,16,2,0.0
Source_Q,3,17,0,0.0
Source_Q,3,17,1,0.0
Source_Q,3,17,2,0.0
Source_Q,3,18,0,0.0
Source_Q,3,18,1,0.0
Source_Q,3,18,2,0.0
Source_Q,3,19,0,0.0
Source_Q,3,19,1,0.0
Source_Q,3,19,2,0.0
Source_Q,3,20,0,0.0
Source_Q,3,20,1,0.0
Source_Q,3,20,2,0.0
Source_Q,3,21,0,0.0
Source_Q,3,21,1,0.0
Source_Q,3,21,2,0.0
Source_Q,3,22,0,0.0
Source_Q,3,22,1,0.0
Source_Q,3,22,2,0.0
Source_Q,3,23,0,0.0
Source_Q,3,23,1,0.0
Source_Q,3,23,2,0.0
Source_Q,3,24,0,0.0
Source_Q,3,24,1,0.0
Source_Q,3,24,2,0.0
Source_Q,3,25,0,0.0
Source_Q,3,25,1,0.0
Source_Q,3,25,2,0.0
Source_Q,3,26,0,0.0
Source_Q,3,26,1,0.0
Source_Q,3,26,2,0.0
Source_Q,3,27,0,0.0
Source_Q,3,27,1,0.0
Source_Q,3,27,2,0.0
Source_Q,3,28,0,0.0
Source_Q,3,28,1,0.0
Source_Q,3,28,2,0.0
Source_Q,3,29,0,0.0
Source_Q,3,29,1,0.0
Source_Q,3,29,2,0.0
Source_Q,3,30,0,0.0
Source_Q,3,30,1,0.0
Source_Q,3,30,2,0.0
Source_Q,3,31,0,0.0
Source_Q,3,31,1,0.0
Source_Q,3,31,2,0.0
Source_Q,3,32,0,0.0
Source_Q,3,32,1,0.0
Source_Q,3,32,2,0.0
Source_Q,3,33,0,0.0
Source_Q,3,33,1,0.0
Source_Q,3,33,2,0.0
Source_Q,3,34,0,0.0
Source_Q,3,34,1,0.0
Source_Q,3,34,2,0.0
Source_Q,3,35,0,0.0
Source_Q,3,35,1,0.0
Source_Q,3,35,2,0.0
Source_Q,3,36,0,0.0
Source_Q,3,36,1,0.0
Source_Q,3,36,2,0.0
Source_Q,3,37,0,0.0
Source_Q,3,37,1,0.0
Source_Q,3,37,2,0.0
Source_Q,3,38,0,0.0
Source_Q,3,38,1,0.0
Source_Q,3,38,2,0.0
Source_Q,3,39,0,0.0
Source_Q,3,39,1,0.0
Source_Q,3,39,2,0.0
Source_Q,4,0,0,0.0
Source_Q,4,0,1,0.0
Source_Q,4,0,2,0.0
Source_Q,4,1,0,0.0
Source_Q,4,1,1,0.0
Source_Q,4,1,2,0.0
Source_Q,4,2,0,0.0
Source_Q,4,2,1,0.0
Source_Q,4,2,2,0.0
Source_Q,4,3,0,0.0
Source_Q,4,3,1,0.0
Source_Q,4,3,2,0.0
Source_Q,4,4,0,0.0
Source_Q,4,4,1,0.0
Source_Q,4,4,2,0.0
Source_Q,4,5,0,0.0
Source_Q,4,5,1,0.0
Source_Q,4,5,2,0.0
Source_Q,4,6,0,0.0
Source_Q,4,6,1,0.0
Source_Q,4,6,2,0.0
Source_Q,4,7,0,0.0
Source_Q,4,7,1,0.0
Source_Q,4,7,2,0.0
Source_Q,4,8,0,0.0
Source_Q,4,8,1,0.0
Source_Q,4,8,2,0.0
Source_Q,4,9,0,0.0
Source_Q,4,9,1,0.0
Source_Q,4,9,2,0.0
Source_Q,4,10,0,0.0
Source_Q,4,10,1,0.0
Source_Q,4,10,2,0.0
Source_Q,4,11,0,0.0
Source_Q,4,11,1,0.0
Source_Q,4,11,2,0.0
Source_Q,4,12,0,0.0
Source_Q,4,12,1,0.0
Source_Q,4,12,2,0.0
Source_Q,4,13,0,0.0
Source_Q,4,13,1,0.0
Source_Q,4,13,2,0.0
Source_Q,4,14,0,0.0
Source_Q,4,14,1,0.0
Source_Q,4,14,2,0.0
Source_Q,4,15,0,0.0
Source_Q,4,15,1,0.0
Source_Q,4,15,2,0.0
Source_Q,4,16,0,0.0
Source_Q,4,16,1,0.0
Source_Q,4,16,2,0.0
Source_Q,4,17,0,0.0
Source_Q,4,17,1,0.0
Source_Q,4,17,2,0.0
Source_Q,4,18,0,0.0
Source_Q,4,18,1,0.0
Source_Q,4,18,2,0.0
Source_Q,4,19,0,0.0
Source_Q,4,19,1,0.0
Source_Q,4,19,2,0.0
Source_Q,4,20,0,0.0
Source_Q,4,20,1,0.0
Source_Q,4,20,2,0.0
Source_Q,4,21,0,0.0
Source_Q,4,21,1,0.0
Source_Q,4,21,2,0.0
Source_Q,4,22,0,0.0
Source_Q,4,22,1,0.0
Source_Q,4,22,2,0.0
Source_Q,4,23,0,0.0
Source_Q,4,23,1,0.0
Source_Q,4,23,2,0.0
Source_Q,4,24,0,0.0
Source_Q,4,24,1,0.0
Source_Q,4,24,2,0.0
Source_Q,4,25,0,0.0
Source_Q,4,25,1,0.0
Source_Q,4,25,2,0.0
Source_Q,4,26,0,0.0
Source_Q,4,26,1,0.0
Source_Q,4,26,2,0.0
Source_Q,4,27,0,0.0
Source_Q,4,27,1,0.0
Source_Q,4,27,2,0.0
Source_Q,4,28,0,0.0
Source_Q,4,28,1,0.0
Source_Q,4,28,2,0.0
Source_Q,4,29,0,0.0
Source_Q,4,29,1,0.0
Source_Q,4,29,2,0.0
Source_Q,4,30,0,0.0
Source_Q,4,30,1,0.0
Source_Q,4,30,2,0.0
Source_Q,4,31,0,0.0
Source_Q,4,31,1,0.0
Source_Q,4,31,2,0.0
Source_Q,4,32,0,0.0
Source_Q,4,32,1,0.0
Source_Q,4,32,2,0.0
Source_Q,4,33,0,0.0
Source_Q,4,33,1,0.0
Source_Q,4,33,2,0.0
Source_Q,4,34,0,0.0
Source_Q,4,34,1,0.0
Source_Q,4,34,2,0.0
Source_Q,4,35,0,0.0
Source_Q,4,35,1,0.0
Source_Q,4,35,2,0.0
Source_Q,4,36,0,0.0
Source_Q,4,36,1,0.0
Source_Q,4,36,2,0.0
Source_Q,4,37,0,0.0
Source_Q,4,37,1,0.0
Source_Q,4,37,2,0.0
Source_Q,4,38,0,0.0
Source_Q,4,38,1,0.0
Source_Q,4,38,2,0.0
Source_Q,4,39,0,0.0
Source_Q,4,39,1,0.0
Source_Q,4,39,2,0.0
Source_Q,5,0,0,0.0
Source_Q,5,0,1,0.0
Source_Q,5,0,2,0.0
Source_Q,5,1,0,0.0
Source_Q,5,1,1,0.0
Source_Q,5,1,2,0.0
Source_Q,5,2,0,0.0
Source_Q,5,2,1,0.0
Source_Q,5,2,2,0.0
Source_Q,5,3,0,0.0
Source_Q,5,3,1,0.0
Source_Q,5,3,2,0.0
Source_Q,5,4,0,0.0
Source_Q,5,4,1,0.0
Source_Q,5,4,2,0.0
Source_Q,5,5,0,0.0
Source_Q,5,5,1,0.0
Source_Q,5,5,2,0.0
Source_Q,5,6,0,0.0
Source_Q,5,6,1,0.0
Source_Q,5,6,2,0.0
Source_Q,5,7,0,0.0
Source_Q,5,7,1,0.0
Source_Q,5,7,2,0.0
Source_Q,5,8,0,0.0
Source_Q,5,8,1,0.0
Source_Q,5,8,2,0.0
Source_Q,5,9,0,0.0
Source_Q,5,9,1,0.0
Source_Q,5,9,2,0.0
Source_Q,5,10,0,0.0
Source_Q,5,10,1,0.0
Source_Q,5,10,2,0.0
Source_Q,5,11,0,0.0
Source_Q,5,11,1,0.0
Source_Q,5,11,2,0.0
Source_Q,5,12,0,0.0
Source_Q,5,12,1,0.0
Source_Q,5,12,2,0.0
Source_Q,5,13,0,0.0
Source_Q,5,13,1,0.0
Source_Q,5,13,2,0.0
Source_Q,5,14,0,0.0
Source_Q,5,14,1,0.0
Source_Q,5,14,2,0.0
Source_Q,5,15,0,0.0
Source_Q,5,15,1,0.0
Source_Q,5,15,2,0.0
Source_Q,5,16,0,0.0
Source_Q,5,16,1,0.0
Source_Q,5,16,2,0.0
Source_Q,5,17,0,0.0
Source_Q,5,17,1,0.0
Source_Q,5,17,2,0.0
Source_Q,5,18,0,0.0
Source_Q,5,18,1,0.0
Source_Q,5,18,2,0.0
Source_Q,5,19,0,0.0
Source_Q,5,19,1,0.0
Source_Q,5,19,2,0.0
Source_Q,5,20,0,0.0
Source_Q,5,20,1,0.0
Source_Q,5,20,2,0.0
Source_Q,5,21,0,0.0
Source_Q,5,21,1,0.0
Source_Q,5,21,2,0.0
Source_Q,5,22,0,0.0
Source_Q,5,22,1,0.0
Source_Q,5,22,2,0.0
Source_Q,5,23,0,0.0
Source_Q,5,23,1,0.0
Source_Q,5,23,2,0.0
Source_Q,5,24,0,0.0
Source_Q,5,24,1,0.0
Source_Q,5,24,2,0.0
Source_Q,5,25,0,0.0
Source_Q,5,25,1,0.0
Source_Q,5,25,2,0.0
Source_Q,5,26,0,0.0
Source_Q,5,26,1,0.0
Source_Q,5,26,2,0.0
Source_Q,5,27,0,0.0
Source_Q,5,27,1,0.0
Source_Q,5,27,2,0.0
Source_Q,5,28,0,0.0
Source_Q,5,28,1,0.0
Source_Q,5,28,2,0.0
Source_Q,5,29,0,0.0
Source_Q,5,29,1,0.0
Source_Q,5,29,2,0.0
Source_Q,5,30,0,0.0
Source_Q,5,30,1,0.0
Source_Q,5,30,2,0.0
Source_Q,5,31,0,0.0
Source_Q,5,31,1,0.0
Source_Q,5,31,2,0.0
Source_Q,5,32,0,0.0
Source_Q,5,32,1,0.0
Source_Q,5,32,2,0.0
Source_Q,5,33,0,0.0
Source_Q,5,33,1,0.0
Source_Q,5,33,2,0.0
Source_Q,5,34,0,0.0
Source_Q,5,34,1,0.0
Source_Q,5,34,2,0.0
Source_Q,5,35,0,0.0
Source_Q,5,35,1,0.0
Source_Q,5,35,2,0.0
Source_Q,5,36,0,0.0
Source_Q,5,36,1,0.0
Source_Q,5,36,2,0.0
Source_Q,5,37,0,0.0
Source_Q,5,37,1,0.0
Source_Q,5,37,2,0.0
Source_Q,5,38,0,0.0
Source_Q,5,38,1,0.0
Source_Q,5,38,2,0.0
Source_Q,5,39,0,0.0
Source_Q,5,39,1,0.0
Source_Q,5,39,2,0.0
Source_Q,6,0,0,0.0
Source_Q,6,0,1,0.0
Source_Q,6,0,2,0.0
Source_Q,6,1,0,0.0
Source_Q,6,1,1,0.0
Source_Q,6,1,2,0.0
Source_Q,6,2,0,0.0
Source_Q,6,2,1,0.0
Source_Q,6,2,2,0.0
Source_Q,6,3,0,0.0
Source_Q,6,3,1,0.0
Source_Q,6,3,2,0.0
Source_Q,6,4,0,0.0
Source_Q,6,4,1,0.0
Source_Q,6,4,2,0.0
Source_Q,6,5,0,0.0
Source_Q,6,5,1,0.0
Source_Q,6,5,2,0.0
Source_Q,6,6,0,0.0
Source_Q,6,6,1,0.0
Source_Q,6,6,2,0.0
Source_Q,6,7,0,0.0
Source_Q,6,7,1,0.0
Source_Q,6,7,2,0.0
Source_Q,6,8,0,0.0
Source_Q,6,8,1,0.0
Source_Q,6,8,2,0.0
Source_Q,6,9,0,0.0
Source_Q,6,9,1,0.0
Source_Q,6,9,2,0.0
Source_Q,6,10,0,0.0
Source_Q,6,10,1,0.0
Source_Q,6,10,2,0.0
Source_Q,6,11,0,0.0
Source_Q,6,11,1,0.0
Source_Q,6,11,2,0.0
Source_Q,6,12,0,0.0
Source_Q,6,12,1,0.0
Source_Q,6,12,2,0.0
Source_Q,6,13,0,0.0
Source_Q,6,13,1,0.0
Source_Q,6,13,2,0.0
Source_Q,6,14,0,0.0
Source_Q,6,14,1,0.0
Source_Q,6,14,2,0.0
Source_Q,6,15,0,0.0
Source_Q,6,15,1,0.0
Source_Q,6,15,2,0.0
Source_Q,6,16,0,0.0
Source_Q,6,16,1,0.0
Source_Q,6,16,2,0.0
Source_Q,6,17,0,0.0
Source_Q,6,17,1,0.0
Source_Q,6,17,2,0.0
Source_Q,6,18,0,0.0
Source_Q,6,18,1,0.0
Source_Q,6,18,2,0.0
Source_Q,6,19,0,0.0
Source_Q,6,19,1,0.0
Source_Q,6,19,2,0.0
Source_Q,6,20,0,0.0
Source_Q,6,20,1,0.0
Source_Q,6,20,2,0.0
Source_Q,6,21,0,0.0
Source_Q,6,21,1,0.0
Source_Q,6,21,2,0.0
Source_Q,6,22,0,0.0
Source_Q,6,22,1,0.0
Source_Q,6,22,2,0.0
Source_Q,6,23,0,0.0
Source_Q,6,23,1,0.0
Source_Q,6,23,2,0.0
Source_Q,6,24,0,0.0
Source_Q,6,24,1,0.0
Source_Q,6,24,2,0.0
Source_Q,6,25,0,0.0
