Model_ID,X,Y,Z,Permeability,Source_Q,Source_Qw,Porosity,Time_Index,Pini,Sini
0,1,8,0,0.34424588,0.0,0.0,0.17212294,0.016666668,1.0,0.2
0,1,8,1,0.29319397,0.0,0.0,0.14659698,0.016666668,1.0,0.2
0,1,8,2,0.7018711,0.0,0.0,0.35093555,0.016666668,1.0,0.2
0,1,9,0,0.5732976,0.0,0.0,0.2866488,0.016666668,1.0,0.2
0,1,9,1,0.2623712,0.0,0.0,0.1311856,0.016666668,1.0,0.2
0,1,9,2,0.7543932,0.0,0.0,0.3771966,0.016666668,1.0,0.2
0,1,10,0,0.5464309,0.0,0.0,0.27321544,0.016666668,1.0,0.2
0,1,10,1,0.25549197,0.0,0.0,0.12774599,0.016666668,1.0,0.2
0,1,10,2,0.69474155,0.0,0.0,0.34737077,0.016666668,1.0,0.2
0,1,11,0,0.53279907,0.0,0.0,0.26639953,0.016666668,1.0,0.2
0,1,11,1,0.27255914,0.0,0.0,0.13627957,0.016666668,1.0,0.2
0,1,11,2,0.7003146,0.0,0.0,0.3501573,0.016666668,1.0,0.2
0,1,12,0,0.532402,0.0,0.0,0.266201,0.016666668,1.0,0.2
0,1,12,1,0.28962633,0.0,0.0,0.14481317,0.016666668,1.0,0.2
0,1,12,2,0.70478565,0.0,0.0,0.35239282,0.016666668,1.0,0.2
0,1,13,0,0.4096058,0.0,0.0,0.2048029,0.016666668,1.0,0.2
0,1,13,1,0.30474856,0.0,0.0,0.15237428,0.016666668,1.0,0.2
0,1,13,2,0.7037585,0.0,0.0,0.35187924,0.016666668,1.0,0.2
0,1,14,0,0.46164745,0.0,0.0,0.23082373,0.016666668,1.0,0.2
0,1,14,1,0.3194795,0.0,0.0,0.15973975,0.016666668,1.0,0.2
0,1,14,2,0.70273423,0.0,0.0,0.35136712,0.016666668,1.0,0.2
0,1,15,0,0.3648174,0.0,0.0,0.1824087,0.016666668,1.0,0.2
0,1,15,1,0.790789,0.0,0.0,0.3953945,0.016666668,1.0,0.2
0,1,15,2,0.2550374,0.0,0.0,0.1275187,0.016666668,1.0,0.2
0,1,16,0,0.40238705,0.0,0.0,0.20119353,0.016666668,1.0,0.2
0,1,16,1,0.74042183,0.0,0.0,0.37021092,0.016666668,1.0,0.2
0,1,16,2,0.27278933,0.0,0.0,0.13639466,0.016666668,1.0,0.2
0,1,17,0,0.14601347,0.0,0.0,0.073006734,0.016666668,1.0,0.2
0,1,17,1,0.6900576,0.0,0.0,0.3450288,0.016666668,1.0,0.2
0,1,17,2,0.2731835,0.0,0.0,0.13659175,0.016666668,1.0,0.2
0,1,18,0,0.18458782,0.0,0.0,0.09229391,0.016666668,1.0,0.2
0,1,18,1,0.63410014,0.0,0.0,0.31705007,0.016666668,1.0,0.2
0,1,18,2,0.256217,0.0,0.0,0.1281085,0.016666668,1.0,0.2
0,1,19,0,0.21602629,0.0,0.0,0.108013146,0.016666668,1.0,0.2
0,1,19,1,0.57255244,0.0,0.0,0.28627622,0.016666668,1.0,0.2
0,1,19,2,0.21536167,0.0,0.0,0.107680835,0.016666668,1.0,0.2
0,1,20,0,0.2397713,0.0,0.0,0.11988565,0.016666668,1.0,0.2
0,1,20,1,0.51100475,0.0,0.0,0.25550237,0.016666668,1.0,0.2
0,1,20,2,0.16175199,0.0,0.0,0.08087599,0.016666668,1.0,0.2
0,1,21,0,0.2246692,0.0,0.0,0.1123346,0.016666668,1.0,0.2
0,1,21,1,0.5376413,0.0,0.0,0.26882064,0.016666668,1.0,0.2
0,1,21,2,0.57598484,0.0,0.0,0.28799242,0.016666668,1.0,0.2
0,1,22,0,0.30664745,0.0,0.0,0.15332372,0.016666668,1.0,0.2
0,1,22,1,0.58191466,0.0,0.0,0.29095733,0.016666668,1.0,0.2
0,1,22,2,0.49343404,0.0,0.0,0.24671702,0.016666668,1.0,0.2
0,1,23,0,0.60976535,0.0,0.0,0.30488268,0.016666668,1.0,0.2
0,1,23,1,0.626165,0.0,0.0,0.3130825,0.016666668,1.0,0.2
0,1,23,2,0.49218825,0.0,0.0,0.24609412,0.016666668,1.0,0.2
0,1,24,0,0.57317966,0.418,0.418,0.28658983,0.016666668,1.0,0.2
0,1,24,1,0.67030317,0.418,0.418,0.33515158,0.016666668,1.0,0.2
0,1,24,2,0.50720406,0.418,0.418,0.25360203,0.016666668,1.0,0.2
0,1,25,0,0.54073995,0.0,0.0,0.27036998,0.016666668,1.0,0.2
0,1,25,1,0.73397994,0.0,0.0,0.36698997,0.016666668,1.0,0.2
0,1,25,2,0.49734122,0.0,0.0,0.24867061,0.016666668,1.0,0.2
0,1,26,0,0.5130504,0.0,0.0,0.2565252,0.016666668,1.0,0.2
0,1,26,1,0.75519305,0.0,0.0,0.37759653,0.016666668,1.0,0.2
0,1,26,2,0.36310264,0.0,0.0,0.18155132,0.016666668,1.0,0.2
0,1,27,0,0.4996055,0.0,0.0,0.24980275,0.016666668,1.0,0.2
0,1,27,1,0.78478444,0.0,0.0,0.39239222,0.016666668,1.0,0.2
0,1,27,2,0.22886407,0.0,0.0,0.11443204,0.016666668,1.0,0.2
0,1,28,0,0.49935234,0.0,0.0,0.24967617,0.016666668,1.0,0.2
0,1,28,1,0.8160503,0.0,0.0,0.40802515,0.016666668,1.0,0.2
0,1,28,2,0.24003024,0.0,0.0,0.12001512,0.016666668,1.0,0.2
0,1,29,0,0.56503737,0.0,0.0,0.28251868,0.016666668,1.0,0.2
0,1,29,1,0.83423376,0.0,0.0,0.41711688,0.016666668,1.0,0.2
0,1,29,2,0.3965954,0.0,0.0,0.1982977,0.016666668,1.0,0.2
0,1,30,0,0.6307224,0.0,0.0,0.3153612,0.016666668,1.0,0.2
0,1,30,1,0.78700846,0.0,0.0,0.39350423,0.016666668,1.0,0.2
0,1,30,2,0.55316055,0.0,0.0,0.27658027,0.016666668,1.0,0.2
0,1,31,0,0.6855002,0.0,0.0,0.3427501,0.016666668,1.0,0.2
0,1,31,1,0.7397831,0.0,0.0,0.36989155,0.016666668,1.0,0.2
0,1,31,2,0.13709033,0.0,0.0,0.06854516,0.016666668,1.0,0.2
0,1,32,0,0.7293679,0.0,0.0,0.36468396,0.016666668,1.0,0.2
0,1,32,1,0.7057092,0.0,0.0,0.3528546,0.016666668,1.0,0.2
0,1,32,2,0.1557287,0.0,0.0,0.07786435,0.016666668,1.0,0.2
0,1,33,0,0.7732385,0.0,0.0,0.38661924,0.016666668,1.0,0.2
0,1,33,1,0.68478954,0.0,0.0,0.34239477,0.016666668,1.0,0.2
0,1,33,2,0.1862508,0.0,0.0,0.0931254,0.016666668,1.0,0.2
0,1,34,0,0.68657047,0.0,0.0,0.34328523,0.016666668,1.0,0.2
0,1,34,1,0.5036393,0.0,0.0,0.25181964,0.016666668,1.0,0.2
0,1,34,2,0.22146696,0.0,0.0,0.11073348,0.016666668,1.0,0.2
0,1,35,0,0.57379246,0.0,0.0,0.28689623,0.016666668,1.0,0.2
0,1,35,1,0.4661329,0.0,0.0,0.23306645,0.016666668,1.0,0.2
0,1,35,2,0.28014615,0.0,0.0,0.14007308,0.016666668,1.0,0.2
0,1,36,0,0.49568397,0.0,0.0,0.24784198,0.016666668,1.0,0.2
0,1,36,1,0.47133765,0.0,0.0,0.23566882,0.016666668,1.0,0.2
0,1,36,2,0.33882824,0.0,0.0,0.16941412,0.016666668,1.0,0.2
0,1,37,0,0.5909201,0.0,0.0,0.29546005,0.016666668,1.0,0.2
0,1,37,1,0.48508748,0.0,0.0,0.24254374,0.016666668,1.0,0.2
0,1,37,2,0.3869282,0.0,0.0,0.1934641,0.016666668,1.0,0.2
0,1,38,0,0.68615615,0.0,0.0,0.34307808,0.016666668,1.0,0.2
0,1,38,1,0.49669674,0.0,0.0,0.24834837,0.016666668,1.0,0.2
0,1,38,2,0.4244432,0.0,0.0,0.2122216,0.016666668,1.0,0.2
0,1,39,0,0.72558445,0.0,0.0,0.36279222,0.016666668,1.0,0.2
0,1,39,1,0.49761453,0.0,0.0,0.24880727,0.016666668,1.0,0.2
0,1,39,2,0.46195817,0.0,0.0,0.23097908,0.016666668,1.0,0.2
0,2,0,0,0.23547861,0.0,0.0,0.117739305,0.016666668,1.0,0.2
0,2,0,1,0.3984425,0.0,0.0,0.19922125,0.016666668,1.0,0.2
0,2,0,2,0.6660479,0.0,0.0,0.33302394,0.016666668,1.0,0.2
0,2,1,0,0.25598398,0.0,0.0,0.12799199,0.016666668,1.0,0.2
0,2,1,1,0.8773678,0.0,0.0,0.4386839,0.016666668,1.0,0.2
0,2,1,2,0.49398646,0.0,0.0,0.24699323,0.016666668,1.0,0.2
0,2,2,0,0.29707524,0.0,0.0,0.14853762,0.016666668,1.0,0.2
0,2,2,1,0.76421577,0.0,0.0,0.38210788,0.016666668,1.0,0.2
0,2,2,2,0.32192507,0.0,0.0,0.16096254,0.016666668,1.0,0.2
0,2,3,0,0.3381636,0.0,0.0,0.1690818,0.016666668,1.0,0.2
0,2,3,1,0.5841444,0.0,0.0,0.2920722,0.016666668,1.0,0.2
0,2,3,2,0.2847841,0.0,0.0,0.14239205,0.016666668,1.0,0.2
0,2,4,0,0.31196442,0.0,0.0,0.15598221,0.016666668,1.0,0.2
0,2,4,1,0.40407595,0.0,0.0,0.20203798,0.016666668,1.0,0.2
0,2,4,2,0.38256073,0.0,0.0,0.19128036,0.016666668,1.0,0.2
0,2,5,0,0.27230597,0.0,0.0,0.13615298,0.016666668,1.0,0.2
0,2,5,1,0.3290287,0.0,0.0,0.16451435,0.016666668,1.0,0.2
0,2,5,2,0.4803402,0.0,0.0,0.2401701,0.016666668,1.0,0.2
0,2,6,0,0.23343584,0.0,0.0,0.11671792,0.016666668,1.0,0.2
0,2,6,1,0.27498746,0.0,0.0,0.13749373,0.016666668,1.0,0.2
0,2,6,2,0.55855805,0.0,0.0,0.27927902,0.016666668,1.0,0.2
0,2,7,0,0.1985166,0.0,0.0,0.0992583,0.016666668,1.0,0.2
0,2,7,1,0.23406306,0.0,0.0,0.11703153,0.016666668,1.0,0.2
0,2,7,2,0.632863,0.0,0.0,0.3164315,0.016666668,1.0,0.2
0,2,8,0,0.16359796,0.0,0.0,0.08179898,0.016666668,1.0,0.2
0,2,8,1,0.25871438,0.0,0.0,0.12935719,0.016666668,1.0,0.2
0,2,8,2,0.70927685,0.0,0.0,0.35463843,0.016666668,1.0,0.2
0,2,9,0,0.9029743,0.0,0.0,0.45148715,0.016666668,1.0,0.2
0,2,9,1,0.28336567,0.0,0.0,0.14168283,0.016666668,1.0,0.2
0,2,9,2,0.7962153,0.0,0.0,0.39810765,0.016666668,1.0,0.2
0,2,10,0,0.90073305,0.0,0.0,0.45036653,0.016666668,1.0,0.2
0,2,10,1,0.3068086,0.0,0.0,0.1534043,0.016666668,1.0,0.2
0,2,10,2,0.67119795,0.0,0.0,0.33559898,0.016666668,1.0,0.2
0,2,11,0,0.8999476,0.0,0.0,0.4499738,0.016666668,1.0,0.2
0,2,11,1,0.3290431,0.0,0.0,0.16452155,0.016666668,1.0,0.2
0,2,11,2,0.7523303,0.0,0.0,0.37616515,0.016666668,1.0,0.2
0,2,12,0,0.9006151,0.0,0.0,0.45030755,0.016666668,1.0,0.2
0,2,12,1,0.35127762,0.0,0.0,0.17563881,0.016666668,1.0,0.2
0,2,12,2,0.82301867,0.0,0.0,0.41150934,0.016666668,1.0,0.2
0,2,13,0,0.30812055,0.0,0.0,0.15406027,0.016666668,1.0,0.2
0,2,13,1,0.36351982,0.0,0.0,0.18175991,0.016666668,1.0,0.2
0,2,13,2,0.84147555,0.0,0.0,0.42073777,0.016666668,1.0,0.2
0,2,14,0,0.3184955,0.0,0.0,0.15924776,0.016666668,1.0,0.2
0,2,14,1,0.37376532,0.0,0.0,0.18688266,0.016666668,1.0,0.2
0,2,14,2,0.8599295,0.0,0.0,0.42996475,0.016666668,1.0,0.2
0,2,15,0,0.26685378,0.0,0.0,0.13342689,0.016666668,1.0,0.2
0,2,15,1,0.7118461,0.0,0.0,0.35592306,0.016666668,1.0,0.2
0,2,15,2,0.23555917,0.0,0.0,0.11777958,0.016666668,1.0,0.2
0,2,16,0,0.35212925,0.0,0.0,0.17606463,0.016666668,1.0,0.2
0,2,16,1,0.6356308,0.0,0.0,0.3178154,0.016666668,1.0,0.2
0,2,16,2,0.23547861,0.0,0.0,0.117739305,0.016666668,1.0,0.2
0,2,17,0,0.19713329,0.0,0.0,0.098566644,0.016666668,1.0,0.2
0,2,17,1,0.5594154,0.0,0.0,0.2797077,0.016666668,1.0,0.2
0,2,17,2,0.25598398,0.0,0.0,0.12799199,0.016666668,1.0,0.2
0,2,18,0,0.25637814,0.0,0.0,0.12818907,0.016666668,1.0,0.2
0,2,18,1,0.5258508,0.0,0.0,0.2629254,0.016666668,1.0,0.2
0,2,18,2,0.29707524,0.0,0.0,0.14853762,0.016666668,1.0,0.2
0,2,19,0,0.3158658,0.0,0.0,0.1579329,0.016666668,1.0,0.2
0,2,19,1,0.5349425,0.0,0.0,0.26747125,0.016666668,1.0,0.2
0,2,19,2,0.17818129,0.0,0.0,0.089090645,0.016666668,1.0,0.2
0,2,20,0,0.33963096,0.0,0.0,0.16981548,0.016666668,1.0,0.2
0,2,20,1,0.54403424,0.0,0.0,0.27201712,0.016666668,1.0,0.2
0,2,20,2,0.17121403,0.0,0.0,0.085607015,0.016666668,1.0,0.2
0,2,21,0,0.21295926,0.0,0.0,0.10647963,0.016666668,1.0,0.2
0,2,21,1,0.5852982,0.0,0.0,0.2926491,0.016666668,1.0,0.2
0,2,21,2,0.5750699,0.0,0.0,0.28753495,0.016666668,1.0,0.2
0,2,22,0,0.23148802,0.0,0.0,0.11574401,0.016666668,1.0,0.2
0,2,22,1,0.6329982,0.0,0.0,0.3164991,0.016666668,1.0,0.2
0,2,22,2,0.5844206,0.0,0.0,0.2922103,0.016666668,1.0,0.2
0,2,23,0,0.5139826,0.0,0.0,0.2569913,0.016666668,1.0,0.2
0,2,23,1,0.67323786,0.0,0.0,0.33661893,0.016666668,1.0,0.2
0,2,23,2,0.59576803,0.0,0.0,0.29788402,0.016666668,1.0,0.2
0,2,24,0,0.5154269,0.0,0.0,0.25771344,0.016666668,1.0,0.2
0,2,24,1,0.67616963,0.0,0.0,0.33808482,0.016666668,1.0,0.2
0,2,24,2,0.6075154,0.0,0.0,0.3037577,0.016666668,1.0,0.2
0,2,25,0,0.59348935,0.0,0.0,0.29674467,0.016666668,1.0,0.2
0,2,25,1,0.67309684,0.0,0.0,0.33654842,0.016666668,1.0,0.2
0,2,25,2,0.62327635,0.0,0.0,0.31163818,0.016666668,1.0,0.2
0,2,26,0,0.58655256,0.0,0.0,0.29327628,0.016666668,1.0,0.2
0,2,26,1,0.64160657,0.0,0.0,0.32080328,0.016666668,1.0,0.2
0,2,26,2,0.6591082,0.0,0.0,0.3295541,0.016666668,1.0,0.2
0,2,27,0,0.5891334,0.0,0.0,0.2945667,0.016666668,1.0,0.2
0,2,27,1,0.72860545,0.0,0.0,0.36430272,0.016666668,1.0,0.2
0,2,27,2,0.69494295,0.0,0.0,0.34747148,0.016666668,1.0,0.2
0,2,28,0,0.58929735,0.0,0.0,0.29464868,0.016666668,1.0,0.2
0,2,28,1,0.8393004,0.0,0.0,0.4196502,0.016666668,1.0,0.2
0,2,28,2,0.6625694,0.0,0.0,0.3312847,0.016666668,1.0,0.2
0,2,29,0,0.577386,0.0,0.0,0.288693,0.016666668,1.0,0.2
0,2,29,1,0.928063,0.0,0.0,0.4640315,0.016666668,1.0,0.2
0,2,29,2,0.56199336,0.0,0.0,0.28099668,0.016666668,1.0,0.2
